policy,round,oracle_type,accession,allocation_policy,ranking_policy,ranking_base,candidate_pool_basis_used,alpha_used,K_used,selected_by,predicted_prob,uncertainty_norm,novelty,novelty_norm,composite_score,revealed_value,revealed_label
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,0,PAE,SYN0000224,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,init_seed,,,,,,0.6794563977256606,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,0,PAE,SYN0000261,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,init_seed,,,,,,0.7240199479105482,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,0,PAE,SYN0000270,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,init_seed,,,,,,0.3401015078580633,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,0,PAE,SYN0000332,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,init_seed,,,,,,0.0105567578897286,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,0,PAE,SYN0000359,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,init_seed,,,,,,0.5099245588612762,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,0,PAE,SYN0000385,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,init_seed,,,,,,-0.1994216840387952,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,0,PAE,SYN0000388,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,init_seed,,,,,,-0.2397829931747936,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,0,PAE,SYN0000449,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,init_seed,,,,,,0.1519457095769657,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,0,PAE,SYN0000467,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,init_seed,,,,,,0.5727584979674314,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,0,PAE,SYN0000486,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,init_seed,,,,,,0.8900448074926989,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,0,MSA,SYN0000043,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,init_seed,,,,,,55.42353451188279,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,0,MSA,SYN0000088,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,init_seed,,,,,,10.682304633797994,1
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,0,MSA,SYN0000094,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,init_seed,,,,,,13.748997920264346,1
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,0,MSA,SYN0000097,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,init_seed,,,,,,15.558648271570174,1
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,0,MSA,SYN0000111,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,init_seed,,,,,,8.948903823395026,1
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,0,MSA,SYN0000135,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,init_seed,,,,,,7.290537215190456,1
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,0,MSA,SYN0000150,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,init_seed,,,,,,8.381156522535559,1
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,0,MSA,SYN0000170,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,init_seed,,,,,,6.727030472475544,1
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,0,MSA,SYN0000180,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,init_seed,,,,,,4.852278045464393,1
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,0,MSA,SYN0000183,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,init_seed,,,,,,10.817936816971727,1
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,0,MSA,SYN0000199,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,init_seed,,,,,,24.141191841361348,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,0,MSA,SYN0000216,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,init_seed,,,,,,16.598723518603467,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,0,MSA,SYN0000219,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,init_seed,,,,,,6.575146341009438,1
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,0,MSA,SYN0000222,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,init_seed,,,,,,7.331033296431473,1
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,0,MSA,SYN0000239,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,init_seed,,,,,,2.778285448713916,1
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,0,MSA,SYN0000254,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,init_seed,,,,,,9.20122641349812,1
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,0,MSA,SYN0000288,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,init_seed,,,,,,11.432297064866862,1
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,0,MSA,SYN0000390,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,init_seed,,,,,,6.003905637904776,1
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,0,MSA,SYN0000440,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,init_seed,,,,,,3.284888054458846,1
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,0,MSA,SYN0000492,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,init_seed,,,,,,7.041900646398447,1
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,1,PAE,SYN0000330,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.0,,,,,0.5723720841234886,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,1,PAE,SYN0000116,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.0,,,,,0.6318486585906271,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,1,PAE,SYN0000407,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.0,,,,,0.3666678371101911,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,1,PAE,SYN0000219,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.0,,,,,0.2764261726483851,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,1,PAE,SYN0000233,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.0,,,,,0.6086569456846151,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,1,PAE,SYN0000468,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.0,,,,,0.3420573064779074,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,1,PAE,SYN0000352,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.0,,,,,0.1338400014993723,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,1,PAE,SYN0000189,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.0,,,,,0.4020280131414838,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,1,PAE,SYN0000215,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.0,,,,,0.971805508686942,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,1,PAE,SYN0000050,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.0,,,,,0.0594498905594749,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,1,PAE,SYN0000276,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.0,,,,,0.9390167439509778,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,1,PAE,SYN0000247,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.0,,,,,0.300656811481143,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,1,PAE,SYN0000403,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.0,,,,,0.7499364753866072,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,1,PAE,SYN0000084,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.0,,,,,0.1922046234662036,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,1,PAE,SYN0000163,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.0,,,,,0.5313398867954325,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,1,PAE,SYN0000062,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.0,,,,,0.4780684671463356,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,1,PAE,SYN0000307,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.0,,,,,0.3780154087070175,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,1,PAE,SYN0000229,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.0,,,,,0.1326785783158477,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,1,PAE,SYN0000405,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.0,,,,,0.3992019044778269,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,1,PAE,SYN0000104,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.0,,,,,-0.1263103314895236,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,2,PAE,SYN0000304,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.0,,,,,0.2988043551730993,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,2,PAE,SYN0000381,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.0,,,,,0.1831937779745128,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,2,PAE,SYN0000430,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.0,,,,,0.3905300090555587,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,2,PAE,SYN0000391,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.0,,,,,0.2256285611883243,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,2,PAE,SYN0000251,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.0,,,,,-0.0043075209918753,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,2,PAE,SYN0000472,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.0,,,,,0.2074532667403545,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,2,PAE,SYN0000028,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.0,,,,,0.2585297875680285,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,2,PAE,SYN0000144,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.0,,,,,0.1806262217047837,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,2,PAE,SYN0000361,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.0,,,,,0.9736573401776246,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,2,PAE,SYN0000484,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.0,,,,,0.4195824367380484,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,2,MSA,SYN0000148,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.85,,,,,17.77094078248476,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,2,MSA,SYN0000326,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.85,,,,,32.23728055305176,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,2,MSA,SYN0000399,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.85,,,,,13.386009027569845,1
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,2,MSA,SYN0000395,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.85,,,,,21.380469246253792,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,2,MSA,SYN0000343,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.85,,,,,16.07402841609504,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,2,MSA,SYN0000367,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.85,,,,,9.273246701704611,1
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,2,MSA,SYN0000010,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.85,,,,,14.6738145918252,1
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,2,MSA,SYN0000101,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.85,,,,,22.55339304023741,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,2,MSA,SYN0000425,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.85,,,,,23.235305898056115,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,2,MSA,SYN0000145,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.85,,,,,16.011831908239056,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,3,PAE,SYN0000056,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.0,,,,,0.3397138241647833,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,3,PAE,SYN0000061,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.0,,,,,0.1564320022102307,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,3,PAE,SYN0000046,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.0,,,,,0.1000743047140624,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,3,PAE,SYN0000499,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.0,,,,,0.0807651756671917,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,3,PAE,SYN0000184,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.0,,,,,0.1384169473490838,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,3,PAE,SYN0000412,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.0,,,,,0.2454546435727704,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,3,PAE,SYN0000271,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.0,,,,,0.1765145028888088,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,3,PAE,SYN0000017,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.0,,,,,0.9747168958181744,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,3,PAE,SYN0000186,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.0,,,,,0.5791742411871665,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,3,PAE,SYN0000374,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.0,,,,,0.0552915774782519,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,3,MSA,SYN0000079,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.6666666666666666,,,,,26.643945674732485,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,3,MSA,SYN0000437,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.6666666666666666,,,,,11.423340208500385,1
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,3,MSA,SYN0000310,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.6666666666666666,,,,,16.217356843774564,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,3,MSA,SYN0000296,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.6666666666666666,,,,,10.68847973877842,1
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,3,MSA,SYN0000215,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.6666666666666666,,,,,4.305837058739741,1
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,3,MSA,SYN0000294,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.6666666666666666,,,,,21.3473243348145,0
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,3,MSA,SYN0000470,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.6666666666666666,,,,,15.336770156535811,1
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,3,MSA,SYN0000236,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.6666666666666666,,,,,1.612733920719362,1
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,3,MSA,SYN0000447,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.6666666666666666,,,,,8.945717938753676,1
adaptive_joint_gap__composite_batch_ff_uK__a0.7__K5000,3,MSA,SYN0000316,adaptive_joint_gap,composite_batch_ff_uK__a0.7__K5000,composite_batch_ff_uK,,0.7,5000,random_hash,0.6666666666666666,,,,,3.1295331712566976,1
adaptive_joint_gap__composite_batch_ff_rK__a0.7__K5000,0,PAE,SYN0000012,adaptive_joint_gap,composite_batch_ff_rK__a0.7__K5000,composite_batch_ff_rK,,0.7,5000,init_seed,,,,,,0.3700568618121634,0
adaptive_joint_gap__composite_batch_ff_rK__a0.7__K5000,0,PAE,SYN0000014,adaptive_joint_gap,composite_batch_ff_rK__a0.7__K5000,composite_batch_ff_rK,,0.7,5000,init_seed,,,,,,0.2981026933174072,0
adaptive_joint_gap__composite_batch_ff_rK__a0.7__K5000,0,PAE,SYN0000103,adaptive_joint_gap,composite_batch_ff_rK__a0.7__K5000,composite_batch_ff_rK,,0.7,5000,init_seed,,,,,,-0.1625566814579238,0
adaptive_joint_gap__composite_batch_ff_rK__a0.7__K5000,0,PAE,SYN0000122,adaptive_joint_gap,composite_batch_ff_rK__a0.7__K5000,composite_batch_ff_rK,,0.7,5000,init_seed,,,,,,0.4028318592685205,0
adaptive_joint_gap__composite_batch_ff_rK__a0.7__K5000,0,PAE,SYN0000162,adaptive_joint_gap,composite_batch_ff_rK__a0.7__K5000,composite_batch_ff_rK,,0.7,5000,init_seed,,,,,,0.6396317104483543,0
adaptive_joint_gap__composite_batch_ff_rK__a0.7__K5000,0,PAE,SYN0000164,adaptive_joint_gap,composite_batch_ff_rK__a0.7__K5000,composite_batch_ff_rK,,0.7,5000,init_seed,,,,,,0.2598475297724519,0
adaptive_joint_gap__composite_batch_ff_rK__a0.7__K5000,0,PAE,SYN0000187,adaptive_joint_gap,composite_batch_ff_rK__a0.7__K5000,composite_batch_ff_rK,,0.7,5000,init_seed,,,,,,0.4931710249808135,0
adaptive_joint_gap__composite_batch_ff_rK__a0.7__K5000,0,PAE,SYN0000191,adaptive_joint_gap,composite_batch_ff_rK__a0.7__K5000,composite_batch_ff_rK,,0.7,5000,init_seed,,,,,,0.5318628988958178,0
adaptive_joint_gap__composite_batch_ff_rK__a0.7__K5000,0,PAE,SYN0000195,adaptive_joint_gap,composite_batch_ff_rK__a0.7__K5000,composite_batch_ff_rK,,0.7,5000,init_seed,,,,,,0.3759798573631226,0
adaptive_joint_gap__composite_batch_ff_rK__a0.7__K5000,0,PAE,SYN0000200,adaptive_joint_gap,composite_batch_ff_rK__a0.7__K5000,composite_batch_ff_rK,,0.7,5000,init_seed,,,,,,-0.0095717562754594,0
adaptive_joint_gap__composite_batch_ff_rK__a0.7__K5000,0,PAE,SYN0000224,adaptive_joint_gap,composite_batch_ff_rK__a0.7__K5000,composite_batch_ff_rK,,0.7,5000,init_seed,,,,,,0.6794563977256606,0
adaptive_joint_gap__composite_batch_ff_rK__a0.7__K5000,0,PAE,SYN0000261,adaptive_joint_gap,composite_batch_ff_rK__a0.7__K5000,composite_batch_ff_rK,,0.7,5000,init_seed,,,,,,0.7240199479105482,0
adaptive_joint_gap__composite_batch_ff_rK__a0.7__K5000,0,PAE,SYN0000270,adaptive_joint_gap,composite_batch_ff_rK__a0.7__K5000,composite_batch_ff_rK,,0.7,5000,init_seed,,,,,,0.3401015078580633,0
adaptive_joint_gap__composite_batch_ff_rK__a0.7__K5000,0,PAE,SYN0000332,adaptive_joint_gap,composite_batch_ff_rK__a0.7__K5000,composite_batch_ff_rK,,0.7,5000,init_seed,,,,,,0.0105567578897286,0
adaptive_joint_gap__composite_batch_ff_rK__a0.7__K5000,0,PAE,SYN0000359,adaptive_joint_gap,composite_batch_ff_rK__a0.7__K5000,composite_batch_ff_rK,,0.7,5000,init_seed,,,,,,0.5099245588612762,0
